,datetime,close
0,2023-08-22 13:15:00+05:30,19422.65
1,2023-08-22 13:30:00+05:30,19419.45
2,2023-08-22 13:45:00+05:30,19409.05
3,2023-08-22 14:00:00+05:30,19413.95
4,2023-08-22 14:15:00+05:30,19407.6
5,2023-08-22 14:30:00+05:30,19401.9
6,2023-08-22 14:45:00+05:30,19393.4
7,2023-08-22 15:00:00+05:30,19391.45
8,2023-08-22 15:15:00+05:30,19390.05
9,2023-08-24 05:23:49+05:30,19444.0
